aba	acostamento/berma/bainha/margem/borda
termino	abortação/abortamento/aposentadoria/aborto/abolimento/abolição/deitarporterra/desaparecimento/desativação/descontinuação/encerramento/fechamento/finalização/protelação/culminação/demissão/assassinato/destruição/aborto/homicídio/interrupção/devastação/extinção/conclusão/renúncia/morte
termo	nomenclatura/terminologia/vocábulo/palavra/anagrama/antónimo/diminutivo/heterónimo/heterônimo/hiperónimo/hiperônimo/hipónimo/hipônimo/hápax/merônimo/oxítona/palíndromo/paroxítona/proparoxítona/quantificador/sinónimo/sinônimo/antônimo/cognato/neologismo/palavra-chave/partitivo/verbete/charada/homónimo/homônimo/palavrão/derivado/empréstimo/substantivo
terpena	contrição/remorso
terra	areia/argila/florestas/greda/arvoredo/lama/selva/bosque/ilha/mata/floresta/lama/arquipélago/estado-tampão/istmo/istmos/laterita/loess/marga/península/permafrost/podzol/polder/polders/pátria/pôlder/silte/subsolo/sultanato/húmus/mofo/planície/sedimento/torrão/tundra/chão/continente/campanha/reino/solo/cabo
terras	baronato/baronia/casario/plantação/plantio/viveirodeplantas/feudo/herdade/fazenda
terreno	prados/tapera/campos/cercado/clareira/deserto/parque/praça/grama/gramado/locação/lote/pátio/relva/jardim/quintal/santuário/sítio/prado/campo/lugar/arrozal/campus/chocadeira/câmpus/clareira/oásis/pradaria/relevo/diamante/prado
território	empreendimento/quadra/jazida/quarteirão/arena/bloco/enclave/protectorado/protetorado/campos/localidade/protetorado/quina/ancoradouro/jurisdição/cena/quadrante/bairro/refúgio/possessão/vizinhança/canto
terror	estupefação/pânico/consternação/medo/calafrio/difidencia/histeria/pavor/tremedeira/tremura/timidez/arrepio/consternação/intimidação/temor/medo/tremor/dor
teste	ensaios/audição/ensaio/prova
teto	domo/cúpula/abóbada/teto-solar/telhado
texto	missiva/rascunho/melodia/carta/linha/adendo/estrofe/letra/lipograma/post-scriptum/teor/letra
tez	tintura/matiz/tom
thread	bisso/filamento
time	tripulação/equipe
tinta	pigmento/pintura/cor/pigmentos/corante/pigmento/contraste/indicador/tintura/cor
tintura	azul-de-bromofenol/fluoresceina/fluoresceína/indigo/índigo/anil/matiz/azul
tio	tio-avô
tipo	variante/versão/classe/jaez/laia/espécies/sabor/descrição/espécie/gênero/variedade/género/qualidade/estilo/classe
tiro	torrente/voleio/bombardeio/salva/saraivada/caudal
tocador	cantador/cantor/vocalista/acompanhador/acordeonista/baixistas/clarinetista/cravista/flautistas/gaiteiro/guitarreiro/guitarrista/organista/organistas/pianista/pianistas/roqueiro/saxofonista/tecladista/teclistas/trombeteiro/trompetista/violinista/violista/violoncelista/violonista/acólito/baixista/clarineta/flautista/saxofone/trombeta/trombone/flauta/guitarra/acompanhante
todo	artefato/congênere/organismo/soma/totalidade/produto/ser
tom	matiz
tomo	fatia/tira/fragmento/anatomia/craton/cráton/naco/segmento/toco/mundo/ponta/canto/fragmento/pedaço/corpo
topo	capitel
toque	impacto/agarrão/baterdeleve/beijo/cócegas/manejo/ósculo/carícia/colisão/manipulação/pegada/contato/batida/tocar/pegar
tormenta	nevasca/nevão/trovoada/granizo/vendaval/temporal/tempestade
torneio	competição/corrida/combate/partida/jogo/luta/corrida/jogo
torre	atalaia/barbacã/campanário/coruchéu/minarete/pilão/silo/arranha-céus/farol/silos/campanário/flecha/topo/agulha
torres	atalaia/barbacã/campanário/coruchéu/minarete/pilão/silo/arranha-céus/farol/silos/campanário/flecha/topo/agulha
torrão	coagulação/coágulo/grumo/trombo
totalidade	unidade/composição/composto/composição
totalizar	subtotal
toxinas	atropina/toxina
trabalhador	criado/fura-greve/assalariado/ajudante/assistente/empregado/voluntário/servidor/operário/acabador/carvoeiro/free-lancer/freelancer/funcionária/ladrilheiro/lavador/limpador/operária/recolhedor/sindicalista/trabalhadora/clareador/cobrador/coletor/batedor/escrava/servo/escravo
trabalho	assintência/chácara/estudio/laboratorio/laboratórios/estúdio/granja/mão-de-obra/quinta/laboratório/oficina/cuidado/publicação/sítio/edição/dever/projeto/tarefa/fazenda/obrigação/abate/escravidão/estaleiro/estaleiros/ferraria/forja/lavada/lavação/padaria/papelada/pescaria/artesanato/atenção/empenho/estúdio/eta/obra-prima/escravidão/lavagem/lavanderia/caça/localização/missão/procedimento/toca/acompanhamento/central/esforço/investigação/tarefa/operação/ação/serviço
tractor	buldózer/buldôzer
traje	farda/fardamento/roupas/vestimenta/uniforme/vestuário/fantasia/roupa/farrapos/prêt-à-porter/disfarce/peruca/sapato/chapéu/fraque/acessório/vestuário/calçado/terno/hábito/roupa/vestido
trajectória	balística
trajetória	balística
trama	tule/gaze/rede
tramitação	diplomacia/diplomácia/regateio/diplomacia/mediação
transa	engravidamento/concepção/acasalamento/autoerotismo/bestialidade/bissexualidade/bondage/coito/cópula/heterossexualidade/homossexualidade/preliminares/procriação/promiscuidade/estimulação/zoofilia/zoossexualidade/acoplamento/reprodução
transação	comercialismo/transacção/mercantilismo/negócio/comércio/aluguel/aluguel/arrendamento/personalizado/empréstimo/transferência
transferência	baldeação/correspondência/conexão/carregue/entrega/teletransporte
transformação	transição/mudança/pirolise/pirólise/degeneração/reforço/melhoria/progresso
transgressão	infringemento/violação/pecado/crime/ofensa/crimes/prevaricação/imoralidade/injustiça/intrusão/adulteração/crime/desonestidade/injuria/abominação/falsificação/invasão/maldade/negligência
transição	fossilização/pulo/salto
transmissão	multimedia/multimédia/canaleta/modulação/canal
transmutação	transição/mudança/pirolise/pirólise/degeneração/reforço/melhoria/progresso
transportação	frete/balsa/navegação
transporte	baldeação/frete/correspondência/conexão/carregue/entrega/teletransporte/balsa/navegação
transtorno	acloridria/colestase/disfagia/disúria/engasgo/hidrocele/hiperatividade/hiperatividade/doença
traqueófitos	maconha/fanerogâmicas/halófita/hidrófita/parreira/pteridophyta/suculenta/xerófito/cipó/videira/erva/cultivar
traseiro	pé
traslado	vacilação/migração/precipitação/regresso/retorno/caçada/descensão/engatinhamento/travessia/ascensão/avanço/deslizamento/locomoção/deslocamento/elevação/perseguição/progressão/aceleração/aproximação/manobra/viagem/movimento
tratamento	acupuntura/biorremediação/hidroterapia/massagem/osteopatia/quiropraxia/desintoxicação
trator	buldózer/buldôzer
traumatismo	picada/ferida/fractura/fratura/ferimento/lesão/queimadura/contusão/hemorragia/sangramento/hematoma/torcedura/inchaço/galo/torção
travessia	circum-navegação/circumnavegação/vagabundagem/vagear/condução/etapa/jornada/peregrinação/caminhada/andada/aviação/passeio/viagem/parada
travessura	trote
traço	bochecha/chinchilla/mento/testa/têmpora/queixo/mandíbula
tração	extirpação
treinamento	prática/exercício/marcha/disciplina
treino	prática/exercício/marcha/disciplina
trem	vagão/carruagem
trevas	escuridão/noite
tribo	genealogia/pais/família
tribunal	inquisição/corte
tributo	taxas
trilha	passadeira/faixa/caminhos/senda/trilhos/beco/trilho/pista/faixa/caminho
trinado	pio
trinco	castão/empunhadura/maçaneta/punho/cabo
tristeza	terpena/desgosto/amargura/luto/mágoa/remorso/dor/pesar/contrição/solidao/desgosto/melancolia/mágoa/remorso/solidão/dor/pesar
triunfo	solução/aprovação/estrondo/sucesso/conquista/sedução/sensação
troca	dilema/compromisso
tronco	bolbo/galho/ramo/cebola/cladódio/cormo/escapo/estipe/pecíolo/rizoma/tubérculo/cebola
trovoadas	nevasca/nevão/trovoada/granizo/tormenta/vendaval/temporal/tempestade
trâmite	caminho
tubo	canudo/cateter/cânula/cóclea/sifão/stent/tubulação/cachimbo/capilar/caracol/mangueira/piteira/silenciador/zarabatana/condutas/vaso/ducto/duto/canal
tumba	mastaba/sepulcro/túmulo/sepultura
tumor	angioma/feocromocitoma/granuloma/lipoma/meningioma/teratoma
tumores	neoplasia/tumor/angioma/exostose/feocromocitoma/granuloma/hamartoma/lipoma/meningioma/pólipo/teratoma/excrescência/pólipo
tumulto	freneticidade
turba	leva/horda/tropa/legião/exército/multidão/massa
turista	cavalgador/estrangeira/galopante/galopeador/pedestre/cavaleiro/visitante/passageiro/peão/visita/estrangeiro/absentista/astronauta/banhista/cosmonauta/motoqueiro/mensageiro/motociclista/nadador/perseguidor/ausente/portador/transportador/viajante/acompanhante/corredor
turno	partida
tutela	providência
tábua	drywall/esqueite/paleta/pálete/skate/prancha/snowboard
táctica	complô/conspiração/antiterrorismo/contra-terrorismo
táxon	cepa/espécie/estirpe/variante/espécies/espécie/ficomiceto/filo/subclasse/subespécie/superclasse/superordem/espécies/tribo/gênero/variedade/reino/género/família/ordem/classe
técnica	alfabetismo/alfabetização/metodologia/metodólogia/metodologia/metodologias/arte/habilidade/náutica/equitação/métodos/pontaria/solução/sistema
términio	cessação/paralisação
têxteis	lanígero/veludo/lona/seda/algodão/lã/renda/batik/brocado/brokat/cambraia/camurça/cetim/crepe/cretone/crinolina/denim/denáilon/elastano/estambre/feltro/flanela/mohair/musselina/organza/peluche/pelúcia/percal/poliester/quilting/raiom/sal-e-pimenta/sarja/tafetá/tartan/tweed/velcro/baeta/batista/cambraia/caxemira/damasco/jeans/náilon/pano/trama/fibras/linho/malha/poliéster/fibra/camuflagem/rede
título	miss/rabinos/reverendo/sr/sr./sr../vindication/alcunha/cognome/rabino/sobrenome/padre/apelido/senhor
tópico	abaixo-assinado/aconselhamento/disparate/insensatez/narrativa/narração/postulação/requerimento/significância/submissão/tolice/bobagem/propaganda/requisição/significação/solicitação/conselho/direção/matéria/promoção/publicidade/assunto/besteira/petição/tema/informação/apelo/opinião/significado/anúncio/entrada/história/intenção/desrespeito/excurso/lembrete/ponto-cego/recusa/bobagem/parêntese/proposta/afirmação/aplauso/besteira/reconhecimento/tema/declaração/humor/instrução/questão/área/aprovação
tórax	peito
tóxico	atropina/toxina
túmulo	mastaba/sepulcro/sepultura
ungulados	égua/cavalo/artiodáctilos/artiodátilos/babucha/bardoto/camelus/equino/equídeo/hipopótamo/hipopótamo-comum/lhama/mu/mulo/pantufo/pecari/perissodáctilos/ruminantes/tayassuidae/zebra/anta/artiodátilo/camelo/jumento/mula/rinoceronte/ruminante/suíno/asno/porco
unidade	molécula/peso/artefato/bit/bite/dioptria/congênere/quilate/organismo/soma/totalidade/radical/grau/produto/cadeia/ser
unificação	coalescência/reunificação/reunião
uniforme	libré
universo	natureza/subpopulação
união	guilda/clube/federação/confederação/sociedade/conexão/ordem/ligação/asean/compania/consórcio/cooperativas/cooperativismo/grêmio/coalizão/coligação/gangue/sincretismo/sindicato/instituição/legião/liga/quadrilha/conjunção/fusão/instituto/aliança/ordem/ligação
usina	casademoinho/cervejaria/fábrica/manufatura/aciaria/destilaria/refinarias/salina/serraria/siderurgia/refinaria/fundição
uso	utilização/aplicação/reciclagem/reutilização/desenvolvimento/prática/abuso/exercício/exploração/jogar
utensílio	funil/cerâmica
utilização	aplicação/reciclagem/reutilização/desenvolvimento/engenharia/prática/tecnologia/abuso/exercício/exploração/jogar
vaga	ondaleta/ondinha/onduleta/vagalhão/macaréu/maremoto/tsunami/onda/rápido
vagão	carruagem
vagões	vagão/carruagem
vale	voçoroca/cânion/ravina/barranco
validade	vigência/vigor
valor	merecimento/mérito/preços/virtude/preço/qualidade
vantagem	proveito/privilégio/liderança/lucro/bem/operacionalidade/favor/superioridade/utilidade/preferência/valor/benefício/lucro
vara	clava/porrete/baqueta/fuso/bastão/bengala/arco
variação	decréscimo/falecimento/mutação/dano/estrago/flutuação/avaria/mutação/prejuízo/surpresa/queda/diminuição/abatimento/morte/mudança/desaceleração/dispersão/retardação/revolução/transmutação/vicissitude/deformação/mutação/nascimento/aceleração/transformação/crescimento/transição/diferença/aumento/mudança
variedade	variante/versão
varão	garoto/moço/rapaz/menino/homem/garoto/moço/rapaz/sujeito/menino/macho/cara/homem
vasilha	caçamba/cuba/cubeta/garrafa/tina/balde/barril/biberão/botelha/frasco/tonel/banheira/barril/pote/garrafa/tigela/assadeira/autoclave/cadinho/caldeira/crisol/gral/incensário/mamadeira/ostensório/turíbulo/almofariz/biberão/caldeiras/banheira/banho/cisterna/custódia/morteiro/bacia/garrafa/tanque/tigela/concha
vasilhame	caçamba/cuba/cubeta/garrafa/tina/balde/barril/biberão/botelha/frasco/tonel/banheira/barril/pote/vasilha/garrafa/tigela/assadeira/autoclave/cadinho/caldeira/crisol/gral/incensário/mamadeira/ostensório/turíbulo/almofariz/biberão/caldeiras/banheira/banho/cisterna/custódia/morteiro/bacia/garrafa/tanque/tigela/concha
vaso	caçamba/cuba/cubeta/garrafa/tina/balde/barril/biberão/botelha/frasco/tonel/banheira/barril/pote/vasilha/garrafa/tigela/assadeira/autoclave/cadinho/caldeira/crisol/gral/incensário/mamadeira/ostensório/turíbulo/almofariz/biberão/caldeiras/banheira/banho/cisterna/custódia/morteiro/bacia/garrafa/tanque/tigela/concha
vegetal	aboboreira/jerimum/pepineiro/espinafre/pepino/abóbora/alho-porro/alho-porró/alho-porrô/alho-poró/autotrofismo/cogumelo/criptogâmicas/criptógama/criptógamas/epifitismo/epífito/esporófito/fitoplâncton/gametófito/porro/traqueófitos/ápio/acelga/alcachofra/aspargo/bienal/cogumelos/embrião/espargo/plátano/rebento/ruibarbo/abóbora/aipo/folhas/legume/quiabo/salsão/broto/funcho/trufa/cebola
vegetação	jardim/chaparral/arbusto/arvoredo/moita/bosque/mata/floresta
veia	variz/vénula/vênula
velhice	senilidade
velho	casmurro/centenários/idosa/matusalem/sexagenário/velha/fósseis/fóssil/rabugento/avô/centenário
velocidade	hipervelocidade/pressa
vencimento	surra
venda	almoeda/arrematação/hasta/leilão/atacado/bancas/barbearia/botica/brecho/drogaria/drograria/farmacia/florista/livraria/livrarias/padaria/pastelaria/pizzaria/retalho/tabacaria/talho/tele-marketing/telemarketing/varejo/banca/boutique/estande/farmácia/sapataria/capitalização/lavanderia/cantina/loja
vendaval	nevasca/nevão/trovoada/granizo/tormenta/temporal/tempestade
veneno	atropina/toxina
ventilador	soprador
vento	aragem/maresia/zefir/zéfiro/brisa/cierzo/aguaceiro/borrasca/ventania/monção/rajada/vendaval/tempestade
verbo	nomenclatura/terminologia/vocábulo/termo/palavra/anagrama/antónimo/diminutivo/heterónimo/heterônimo/hiperónimo/hiperônimo/hipónimo/hipônimo/hápax/merônimo/oxítona/palíndromo/paroxítona/proparoxítona/quantificador/sinónimo/sinônimo/antônimo/cognato/neologismo/palavra-chave/partitivo/verbete/charada/homónimo/homônimo/palavrão/derivado/empréstimo/substantivo
verdade	detalhe/observação/verdades/fato/caso
verdura	aboboreira/jerimum/pepineiro/pepino/abóbora/alho-porro/alho-porró/alho-porrô/alho-poró/cogumelo/porro/ápio/alcachofra/aspargo/cogumelos/espargo/plátano/ruibarbo/abóbora/aipo/folhas/legume/quiabo/salsão/funcho/trufa/cebola/vegetal
vergonha	ignomínia/desgraça/descrédito/xingamento/infâmia/corrupção
verme	anelídeo/anelídeos/helmintologia/nematoda/nemátodo/platelminto/platelmintos/platyhelminthes/larva
verso	empenagem/popa/cauda/rabo/traseiro
vertebrado	répteis/réptil/ave/pássaro/amniota/anfibios/anfíbios/tetrapoda/tetrápodes/feto/mamífero/anfíbio
vespa	abelha-macha/abelhão/mamangaba/abelha/zangão
vestido	farda/fardamento/roupas/vestimenta/uniforme/vestuário/fantasia/traje/roupa/cafetã/farrapos/polonesa/prêt-à-porter/sári/disfarce/peruca/sapato/avental/chapéu/fraque/acessório/vestuário/calçado/terno/traje/hábito/roupa
vestimenta	farda/fardamento/roupas/uniforme/vestuário/roupa/farrapos/prêt-à-porter/sapato/chapéu/acessório/vestuário/calçado/traje/roupa/vestido
vestuário	agasalho/farda/fardamento/lavandaria/roupas/suéter/véu/saia/vestimenta/casaco/lavanderia/pulôver/uniforme/calça/camisa/fato/fantasia/terno/traje/roupa/vestido/burca/cachecol/colete/cueiro/echarpe/farrapos/fralda/macacao/prêt-à-porter/veste/collant/disfarce/peruca/sapato/chapéu/fraque/malha/acessório/calça/luto/sobretudo/calçado/traje/hábito/roupa/vestido
