1940s	decênio/década
saguão	aposento/quarto/sala
sal-e-pimenta	têxteis/pano/tecido/fazenda
sala	aposento/quarto
salada	prato
saladevisitas	galeria
salame	enchidos/lingüiça/salsicha
saldo	diferença
salgueiro	árvore
salina	fábrica/usina/planta
saliva	secreção
salmonete	peixe
salmoura	soluto/água/solução
salmão	peixe
salsa	erva
salsicha	enchidos/lingüiça/vianda/carne
salsola	maconha
salsão	verdura/hortaliça/legume/vegetal
salto	distância/fundo
salva-vidas	alguém/indivíduo/alma/pessoa
salvamento	recuperação
salvação	recuperação/segurança
salário-mínimo	ordenado/salário/remuneração/retribuição
salão	aposento/prédio/edifício/quarto/sala
samario	metal/metais
sambaqui	cúmulo/monte/acúmulo/montão/pilha/grupo
samurai	guerreiro
samurais	guerreiro
samário	metal/metais
sanatório	enfermaria/hospital
sandália	sapato/calçado
sanfona	instrumento
sangramento	traumatismo/dano/machucado/lesão/mal
sanguínea	rubra/vermelhidão/encarnado/escarlate/rubro/vermelho
santo	deidade/deidades/divinidade/deus/deusa/divindade/deus
santuário	área/região
sanção	consenso/consentimento/autorização/aprovação
sapataria	boutique/ofício/loja/arte/profissão/venda
sapateiro	ofício/arte/profissão
sapatão	alguém/indivíduo/alma/pessoa
sapiência	feição/peculiaridade
sapo	batraquio/rã
saque	agressão/hostilidade
saqué	álcoois/álcool/benefício/bem
saquê	álcoois/álcool
saraiva	objeto
saraivada	objeto
sarcobatus	arvoreta/arbusto/mato/moita
sarcoma	cancro/câncro/câncer
sarcófago	ataúde/caixão/esquife/féretro/caixa
sarja	têxteis/pano/tecido/fazenda
sarongue	saia
sashimi	prato
satisfação	espírito/humor
saturnalia	festival
saturnismo	enfermidade/doença
saturnália	festival
satélite	equipamento/ferramenta
satélites	equipamento/ferramenta
saudade	apetite/pretensão/anseio/desejo
sazão	etapa/tempo/período
saída	partida
saúde	eudemonismo/bem-estar/estado/situação/condição/estado
scat	jazz
scheelita	minérios/mineral
schrapnell	munição
schutz-staffel	polícia/lei
schutzstaffel	polícia/lei
sciuridae	peles/pele
scrapbooking	album/álbuns/álbum
screener	guarda
scriptorium	aposento/quarto/sala
sebe	estacada/paliçada/cerca/barreira
sebenta	livro
sebes	estacada/paliçada/cerca/barreira
seca	etapa/tempo/período
secas	estado/situação/condição/estado
secessionista	proponente/defensor/advogado/representante
secretario-geral	administrador/executivo
secretária	criado/líder/ajudante/escrivaninha/assistente/cabeça/mesa/chefe/liderança/servidor/responsável
secretário	criado/líder/ajudante/assistente/cabeça/chefe/liderança/servidor/responsável
sector	faceta
secularismo	doutrina/filosofia
secura	estado/situação/condição/estado
seda	têxteis/pano/tecido/fazenda
sedan	auto/automóvel/viatura/carro/veículo
sedativo	medicamento/remédio
sede	escritório
sedimento	matéria/substância/solo/terra
sedição	insurreição/revolta/rebelião
sedutor	homem
sedução	atratividade/tentação/atração
sedã	auto/automóvel/viatura/carro/veículo
segredo	incomunicação/isolamento/informação
segregação	separação
seguidor	alguém/proponente/indivíduo/defensor/advogado/alma/pessoa/representante
segundo	hierarquia/posto/classe/posição
segurança	aval/estado/característica/situação/condição/estado/garantia/qualidade
seguro	abrigo/proteção
seguro-saúde	assintência/cuidado
seguros	abrigo/proteção
seita	camarilha
seixo	rocha/pedra
seletor	interruptor/chave
selo	simbolo/símbolos/aceno/emblema/símbolo/sinal
selodocorreio	símbolo/selo
selos	símbolo/selo
selva	chão/locação/relevo/localização/solo/terra/ponto/lugar
sem-teto	estado/situação/condição/estado
sem-vergonha	insectos/insetos/hemípteros/insecto/inseto
semana	etapa/tempo/período
semanário	série
semblante	aspecto/aparência
semeador	agricultor/fazendeiro
semelhança	similardidade
semente	fruto/fruta
semibreve	tom/nota
semicolcheia	tom/nota
semideus	deidade/deidades/divinidade/deus/deusa/divindade/líder/deus/chefe
semifusa	tom/nota
seminário	aula/conferência/curso
semivida	etapa/tempo/período
semolina	farinha
semáforo	aparato/aparelho/equipamento
semínima	tom/nota
senado	legislatura
senhor	cavalheiro/título/homem
senhora	empregador/mulher
senhorita	mulher
senilidade	velhice/idade
senior	adulto
sensatez	feição/peculiaridade
sensação	excitamento/percepção/excitação/percepção
sensibilidade	consciência/sentido/habilidade
sentença	julgamento
sentido	conceito/significância/significação/cortesia/idéia/pensamento/opinião/significado/intenção
sentimentos	sensibilidade
separada	mulher
separador	aparato/aparelho/equipamento
separatismo	separação
separatista	proponente/defensor/advogado/representante
sepulcro	tumba/túmulo/sepultura
sepultamento	funeral/enterro/funeral
sepultura	funeral/tumba/enterro/funeral/túmulo/área/região
sequestrador	fora-da-lei/malfeitor/criminoso/bandido
sequestro	roubalheira/crime/ofensa/roubo/assalto
seqüestrador	fora-da-lei/malfeitor/criminoso/bandido
ser	alguém/indivíduo/alma/pessoa
serafim	anjo
sereia	alarme
serialismo	música
sericultor	fabricante/produtor
seriedade	feição/peculiaridade
sermão	discurso
serpe	dragão
serradura	madeira
serragem	madeira
serraria	casademoinho/fábrica/manufatura/usina
servidor	funcionário/serventuário/calculadora/computador/trabalhador
serviço	biscate/auxílio/socorro/ajuda/dever/ocupação/assistência/emprego/obrigação/trabalho
serviços	biscate/ocupação/emprego/trabalho
servo	trabalhador
sesquicentenário	aniversário
sessão	encontro/reunião
sesta	etapa/tempo/período
seta	projéctil/míssil/projétil/flecha
setograma	gráfico
setor	faceta
setra	brinquedo
setuagésimo	hierarquia/posto/classe/posição
sexagésimo	hierarquia/posto/classe/posição
sexismo	discriminação
sexta	hierarquia/posto/classe/posição
sexto	hierarquia/posto/classe/posição
seção	fatia/música/extensão
sgbd	software/programa
shareware	software/programa
show	emissão/programa
siderurgia	casademoinho/fábrica/manufatura/usina
sidra	álcoois/álcool/bebida
sigilo	incomunicação/isolamento
sigla	simbolo/símbolos/aceno/emblema/símbolo/sinal
sigma	caracter/caractér/carácter/letra
sigmoide	cólon
sigmóide	cólon
significado	acepção/conceito/significância/significação/idéia/pensamento/sentido/importância/magnitude/opinião/intenção
significação	significância/importância/magnitude/significado/intenção
signo	indício/sugestão/pista
sikhismo	religião/fé
silabário	escrita
silabários	escrita
silfide	mulher
silfo	fada/fadas
silhueta	contorno/imagem/figura/ilustração/borda/desenho
silo	torres/roque/torre
silos	torres/roque/torre
silte	solo/terra
silvo	ruído
simbolismo	simbolo/símbolos/aceno/emblema/símbolo/costume/hábito/sinal
simbolo	sinal
similardidade	semelhança
similitude	similardidade/semelhança
simonia	tráfico/tráfego/trânsito
simpatia	parentesco/afinidade/relação/tendência
simplória	alguém/indivíduo/alma/pessoa
simplório	alguém/indivíduo/alma/pessoa
simpósio	conferência
simulador	maquinaria/máquina
simulação	teoria
sinal	mensagem/comunicação/mudança
sinal/sintoma	agouro/indício/presságio/indicação/sinal
sinalização	ornamento
sinapsida	répteis/réptil
sinapsídeos	répteis/réptil
sindicalismo	organização
sindicalista	trabalhador
sindicato	associação/sociedade/união/organização/ordem
sindicatos	organização
sinfonia	orquestras/orquestra
sinfonista	compositor
singleto	jogo/grupo
sino	curva/arco
sinopse	sumário/resumo
sintaxe	gramática/sistema/organização
sintoma	agouro/indício/presságio/evidência/indicação/sinal
sintomas	agouro/indício/presságio/indicação/sinal
sintonia	aria/toada/melodia
sinuosidade	curva/arco
sinápsida	répteis/réptil
sinédrio	concelho/conselho
sinónimo	verbo/vocábulo/termo/palavra
sinônimo	verbo/vocábulo/termo/palavra
sionismo	movimento
siphonaptera	insectos/insetos/hemípteros/insecto/inseto
siquismo	religião/fé
sirene	alarme
sismograma	grafo/gráfico
sistema	metodo/método/métodos/matéria/técnica/substância
sistemática	ciência
site	calculadora/computador
situação	estado/condição/estado
sleep-learning	ensino/pedagogia/educação
soberania	domínio
soberba	satisfação
sobra	excedente/restante/resíduo/categoria/resto/porção/componente/parte
sobrado	pavimento/piso/andar
sobrancelha	cabelo
sobrecarga	carga
sobrecasaca	casaco/sobretudo
sobreiro	carvalho-vermelho/carvalho
sobremesa	doce
sobrenatural	causador/causa
sobrenome	antenome/prenome/nome
sobretudo	casaco
sobrevivencialista	alguém/indivíduo/alma/pessoa
sobrevivente	alguém/criatura/animal/besta/bicho/indivíduo/alma/pessoa/ser
sobrinho-neto	sobrinho
sobrolho	cabelo
social-democracia	ideologia
socialismo	ideologia
socialista	político
sociedade	associação/contrato/união/organização/acordo/ordem
sociometria	sociologia
soco	porrada/golpe
soco-inglês	armamento/arma
socorro	auxílio/ajuda/assistência
soda	bebida
sodio	metal/metais
sofista	filósofo
sofrimento	dor/angústia/miséria/dor
softbol	basebol/beisebol
software	código
sofá	canapé/assento/cadeira
sofá-cama	canapé/sofá
sogra	progenitora/mãe
sogro	papai/papá/painho/pai
soja	fava/feijão
sola	fundo
solar	vivenda/habitação/casa
soldador	artesão/artífice
soleira	rocha/pedra
solicitante	alguém/indivíduo/alma/pessoa
solicitação	abaixo-assinado/postulação/requerimento/requisição/petição/apelo
solicitude	afeição
solidão	incomunicação/temperamento/isolamento/disposição
solitude	incomunicação/isolamento
solo	materiais/objeto/terra
solos	objeto
solteira	mulher
solteiro	homem
solteirão	homem
soluto	matéria/substância
soluço	sintoma
solução	metodo/método/métodos/técnica/substância
solário	aposento/quarto/sala
soma	conceito/concepção/idéia/quantidade/ideia/número
sombra	maquiagem/maquilagem/cosmético/presença
sombreiro	chapéu
sombrero	sombreiro/chapéu
soneto	poema/poesia
sonho	imaginação
sono	etapa/tempo/período
sopa	prato
soparussadebeterraba	sopa
soprano	cantador/cantor/vocalista/altura/tom
soqueira	armamento/arma
soror	membro
sororidade	guilda/clube/sociedade/ordem
sorte	circunstâncias/sina/fenómeno/fenômeno/fortuna/objeto/destino
sorteio	objeto/rejeição
sota	insectos/insetos/hemípteros/insecto/inseto
spillover	incidente/evento
spl	pressão
spyware	software/programa
sr	título
sr.	título
sr..	título
ss	polícia/lei
stosstruppen	tropa/companhia
stratus	nuvem
streptosolen	arvoreta/arbusto/mato/moita
struthioniformes	ave/pássaro
stylus	implemento/instrumento/ferramenta
sub-rotina	software/programa
sub-woofer	altifalante/alto-falante
subconsciência	psique/mente/cabeça
subdivisão	segmento/seção
subida	declive/declives/encosta/costa/ladeira
sublevação	insurreição/revolta/rebelião
submarino	aparato/aparelho/equipamento
submundo	estrato/classe
subordinado	criado/ajudante/assistente/servidor
subprodutos	consequência/conseqüência/efeito/resultado/fim
subrotina	software/programa
subscritor	freguês/cliente/comprador/consumidor
subseção	segmento/seção
subsistência	sobrevivência
subsolo	solo/terra
substantivo	verbo/vocábulo/termo/palavra
substituto	criado/ajudante/assistente/agente/servidor
substrato	substância
substância	materiais/categoria/matéria/porção/componente/parte
subsídio	auxilio/bolsa
subtileza	dificuldade
subtracção	redução/diminuição
subtração	redução/diminuição
subtítulo	título
subvenção	abastecimento/auxilio/provimento/fornecimento/bolsa
subversivo	radical
subwoofer	altifalante/alto-falante
sucessor	pário/descendência/igual/descendente/filho/par
suchi	prato
suco	bebida
sucralfato	medicamento/remédio
sucursal	organização
sudario	flor
sudorese	secreção
sugue	ingestão/consumo
suicida	matador/assassino
sujeito	homem
sul	regiões/locação/localização/região/ponto/lugar
suma	colecção/coleção/aglomeração/acúmulo
sumário	resumo
suna	caminho
sunkvežimis	camiões/caminhão/camião/camiões
suor	secreção
super-heterodino	rádio
super-homem	líder/chefe
superação	peleja/pugna/disputa/combate/batalha/luta
supercílio	cabelo
superdotado	especialista
superego	consciência
superfície	semblante/aspecto/camada/estrato/aparência
superintendente	orientador/supervisor
superintendência	gestão/administração
superior	líder/chefe/face/lado
superioridade	estado/situação/condição/estado
supermarket	empório/mercado/mercadinho/quitanda/sacolão/supermercado/feira/mercado
supermercado	empório/mercado/mercadinho/quitanda/sacolão/feira/mercado
supermercados	empório/mercado/mercadinho/quitanda/sacolão/supermercado/feira/mercado
supermodelo	manequim/modelo
superpoder	país/república/nação
superpotência	país/república/nação
superstição	convicção/crença/fé/opinião
supervisor	orientador
supervisão	gestão/administração
supinação	rotação
suplementação	acrescentamento/aumento
suplemento	acrescentamento/componente/aumento/parte
suplente	criado/pário/ajudante/igual/assistente/par/servidor
suporte	encosto/apoio/auxílio/socorro/ajuda/assistência
supositório	medicamento/remédio
suposição	conceito/milagre/concepção/possibilidade/idéia/teoria/hipótese/opinião/ideia
supremacia	ascendencia/dominancia/superioridade/controle/domínio
suprimentos	nutriente/comida/alimento
surdez	deficiencia/deficiente/deficiência/discapacidade/inabilidade/deficiência/incapacidade
surdos	deficiencia/deficiente/deficiência/discapacidade/inabilidade/deficiência/incapacidade
surpresa	alteração/modificação/variação/mudança
surra	punição
susceptibilidade	estado/situação/condição/estado
suscetibilidade	estado/situação/condição/estado
suserano	país/república/nação
sushi	prato
suspeita	inimizade/hostilidade
suspeito	alguém/indivíduo/alma/pessoa
suspense	esperança
suspensão	intervalo/pausa
sussurro	ruído
sustenido	simbolo/símbolos/aceno/emblema/símbolo/sinal
sutileza	dificuldade
sutura	articulações/articulação
suv	auto/automóvel/viatura/carro/veículo
suvenir	objeto
suíte	apartamento/jogo/grupo
swing	jazz
symphytum	erva
sálvia	erva
sátrapa	governador
sável	peixe
sândalo	árvore/madeira
século	etapa/tempo/período
séculos	etapa/tempo/período
sémola	farinha
sétima	hierarquia/posto/classe/posição
sétimo	hierarquia/posto/classe/posição
sêmola	farinha
símbolo	simbolo/símbolos/aceno/emblema/sinal
símbolos	sinal
síncope	ritmo/tempo
síndroma	sintoma
síndrome	sintoma
sístole	pulso
sítio	calculadora/computador/laboratório/oficina/emprego/trabalho
sócio	alguém/indivíduo/parceiro/alma/pessoa
sódio	metal/metais
sólida	matéria/substância
sólido	matéria/substância
sósia	alguém/indivíduo/alma/pessoa
sótão	pavimento/piso/andar
súdito	alguém/indivíduo/alma/pessoa
t	caracter/caractér/carácter/letra
t-shirt	camisa
tabacaria	boutique/loja/venda
