1940s	decênio/década
recompensa	galardão/prémio/prêmio/gastos/estimulante/estímulo/custos/pagamento/pagamento/preço/custo
reconciliação	colaboração/cooperação
reconhecimento	mensagem/aplauso/tópico/assunto/conteúdo/memória/aprovação
reconquista	recuperação
reconsideração	adição/melhoria
reconstituição	atuação/representação/interpretação
reconstrução	conserto/reparo/reparação
recontro	situação/condição/estado
recordação	objeto
recorde	número
recorrência	repetição
recreaçao	atividade/ocupação
recruta	militar
recrutador	provedor/fornecedor
recrutamento	feito/conquista/façanha/realização
recta	linha
rectitude	contorno
recuo	movimento
recuperação	acção/feito/ato/ação/salvamento/salvação/melhoria/progresso/memória
recurso	jeito/auxílio/socorro/modo/ajuda/assistência/maneira/ferramenta/meio/caminho/convencimento/persuasão/catequizar/qualidade
recursos	posse/propriedade/bem
recusa	mensagem/tópico/assunto/conteúdo/negação
recém-casado	cónjuge/consorte/cônjuge/esposa/esposo/marido/companheiro
recém-nascido	criança/filho/menino
redacção	documentos
redator	assalariado/empregado/operário
redação	documentos
rede	cama/têxteis/têxteis/pano/pano/leito/tecido/tecido/fazenda/fazenda/sistema/organização/aparato/dispositivo/trama/malha/aparelho/arquitectura/equipamento/estrutura/mecanismo/proteção/instrumento/sistema/sistema/capa/ferramenta
redenção	salvamento/salvação
redescoberta	descobrimento/descoberta
redingote	casaco/sobretudo
reembolso	pagamento/compensação/compensação/pagamento/pagamento/remuneração/recompensa/recompensa
reentrada	regresso/retorno
refeitorio	infra-estrutura/instalação
refeitório	aposento/quarto/sala
refeição	alimentação/nutriente/nutrição/comida/alimento
referencial	sistema
referendo	votação/votação
referendum	votação
referente	significância/significação/significado/intenção
referência	comentário/publicação/edição/observação/sentido/significado/intenção
refinamento	processamento/perfeição
refinaria	fábrica/usina/planta
refinarias	fábrica/usina/planta
refinação	processamento
reflexo	reação/resposta
reflexos	reação/resposta
reflexão	demo/comentário/demonstração/ideia/observação
reforma	campanha/causa/melhoramento/melhoria
reformismo	movimento
reforço	transmutação/transformação/aumento/mudança
refractómetro	metro
refractômetro	metro
refresco	bebida
refrigerante	bebida
refrigerantes	bebida
refrigeração	mecanismo
refrão	música/música
refundo	pagamento
refém	cativo/preso/prisioneiro/desafortunado/desventurado/infortunado
refúgio	edifício/tecido/estrutura/asilo/território/ambiente/proteção/região/área/capa
rega	abastecimento/provimento/fornecimento
regador	contentor/contêiner/recipiente
regalia	parafernália
regata	camisa
regateio	tramitação/negociação/conversa
regato	córrego/córrego/corrente/corrente
regencia	gestão/administração
regicidas	assassínio/assassinato/homicídio
regicídio	assassínio/assassínio/assassinato/assassinato/homicídio/homicídio
regime	projecto/programação/projeto/intenção/programa/plano
regimento	corpo
registo	registro
registrador	registro
registro	ingresso/documento/evidência/indicação/entrada
região	regiões/regiões/locação/locação/localização/localização/ponto/ponto/lugar/lugar/lugar
regiões	locação/localização/ponto/lugar
regozijo	alegria
regra	conceito/concepção/procedimento/idéia/processo/ideia/lei
regresso	traslado/chegada/deslocamento/vinda/movimento
regressão	anormalidade
regulador	funcionário/serventuário
regulamento	conceito/concepção/idéia/ideia/norma/prescrição/regra
regulamentos	controlo/controle
regularidade	qualidade
regulação	calibração/controlo/controle
rei	desafiante/rival/competidor/contendor/concorrente
reinado	etapa/hierarquia/continuidade/duração/posto/tempo/período/classe/posição
reino	agrupação/taxon/taxon/taxón/táxon/país/nação/conjunto/terra/domínio/grupo
reivindicação	queixa/direito
rejeição	acção/feito/situação/ato/condição/ação/decisão
relacionamento	situação/condição/estado/conexão/relação
relance	olhada/olhar
relatividade	qualidade
relato	documentação/notícia/documento/notícias/artigo
relatório	documentação/documento
relaxação	ociosidade
relação	abstração/situação/situação/condição/condição/estado/estado/conexão/conexão/conexão/conexão/ligação/ligação
relevo	objeto/gleba/terreno/região
relevância	relação/ligação
relicário	casadeoração/contentor/contentor/contêiner/contêiner/recipiente/recipiente/igreja/templo
religião	convicção/crença/fé/opinião
relojeiro	fazedor
relojoeiro	artesão/artífice/fazedor
relutância	temperamento/disposição
relva	terreno/campo/ervas/gramínea/gramíneas/erva
relógio	metro
relógios	relógio
remake	criação
remediação	retificação/correção
remendo	pano
remessa	pagamento/recompensa
remetente	comunicador
reminiscência	memória
remo	esporte/implemento/instrumento/ferramenta
remorso	terpena/terpena/mágoa/mágoa/tristeza/tristeza/pesar/pesar/tristeza/pesar
remoção	separação
remuneração	prestação/recompensa
remédio	entorpecente/droga/medicamento/medicamento/medicamento
renda	provento/provento/provento/receita/receita/receita/rendimentos/rendimentos/rendimentos/têxteis/ingresso/ingresso/ingresso/pano/tecido/fazenda/rendimento/rendimento/rendimento
rendez-vous	encontro/reunião
rendezvous	encontro/reunião
rendimento	provento/provento/provento/provento/receita/receita/receita/receita/renda/renda/renda/renda/rendimentos/rendimentos/rendimentos/rendimentos/ingresso/ingresso/ingresso/ingresso/renda/renda/renda/renda/custo/produção
rendição	derrota/perda
renio	metal/metais/metais
renome	bisbilhotice/bisbolhetice/honra/honra/fofoca
renovação	melhora/melhoria/melhoramento/melhoria
renúncia	documentação/documento/rejeição/termino/terminação/conclusão
reologia	física
reorientação	orientação/mudança
repagamento	pagamento
reparação	retificação/correção/compensação/compensação/remuneração/melhoramento/melhoria
reparo	melhoramento/melhoria
repartição	distribuição
repasto	alimentação/nutriente/nutrição/comida/alimento
repercussão	consequência/conseqüência/efeito/resultado/fim/movimento
repertório	colecção/coleção/aglomeração/acúmulo
replicação	cópia/reprodução
reportagem	notícia/notícias/artigo
reporte	documentação/documento
reposteiro	cortina/mobília/mobiliário/móvel
repouso	interrupção/suspensão/pausa/ociosidade
repreensão	assessoramento/conselho/recomendação/convencimento/persuasão/catequizar
represa	barreira/obstáculo
representante	alguém/proponente/indivíduo/defensor/advogado/alma/agente/agente/pessoa/negociador/informação/conhecimento
representação	colaboração/cooperação/atividade/atividade/ocupação/ocupação/criação
reprise	emissão/programa
reprodução	cópia/afiguração/transa/representação/sexo/imagem/figura/ilustração/desenho
reprovação	critica/juízo/julgamento
repto	situação/condição
republicanismo	ideologia
repugnância	nojo/asco/náusea/ódio/abominação/repulsa/aversão/aversão/aversão
repulsa	nojo/nojo/asco/asco/repugnância/repugnância/náusea/náusea/ódio/ódio/abominação/abominação/aversão/aversão/aversão/aversão/aversão
repulsão	nojo/asco/repugnância/náusea/ódio/abominação/repulsa/aversão/aversão
reputação	honra
repórter	comunicador
requeijão	queijo
requerimento	mensagem/tópico/assunto/conteúdo
requisito	dever/responsabilidade/obrigação
requisição	mensagem/tópico/assunto/conteúdo
rescisão	cancelamento
resenha	periódico/revista/jornal
resentimento	inimizade/ressentimento/hostilidade/repulsa/aversão
reserva	cúmulo/monte/acúmulo/montão/pilha/grupo
reservas	afirmação/declaração
reservatório	lago/provisão/fornecimento
reservista	soldado/militar
resgate	recuperação/gastos/salvamento/custos/salvação/preço/custo
residente	habitante/dr./dr./morador/doutor/doutor/médico/médico
residuo	matéria/substância
residência	endereço/alojamento/abrigo/casa/cargo/posto/posição
resistência	oposição
resolução	documentação/documento/firmeza/juízo/selecção/selecção/decisão/decisão/escolha/escolha/seleção/seleção/opinião/ideia
resolvedor	negociador
resort	hotel
respeitabilidade	burguesia
respeito	atitude/detalhe/honra/afecção/afetividade/carinho/afeto/apego/afeição/amor
respingo	ruído
respiração	atividade/atividade/atividade
responsabilidade	dever/obrigação
responsável	líder/chefe
resposta	afirmação/afirmação/reação/atividade/declaração/declaração
ressalva	ânsia/ansiedade/preocupação
ressentimento	inimizade/ódio/hostilidade/repulsa/aversão/aversão
ressurgência	melhoria/progresso
ressurreição	melhoria/progresso
restabelecimento	proeza/feito/façanha/realização
restaurante	prédio/edifício
restauração	melhora/melhoria
restelo	implemento/instrumento/ferramenta
restituição	conserto/reparo/reparação
resto	objeto/pano/número
restrição	aparato/confinamento/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
resultado	consequência/consequência/fenómeno/fenômeno/placar/placar/conseqüência/conseqüência/efeito/efeito/fim/fim/ocorrente/ocorrência/acontecimento/afirmação/declaração
resumo	afirmação/declaração
resíduo	materiais/lixo
resíduos	lixo/resíduo
reta	segmento/seção/linha
retalho	venda
retaliação	retribuição
retardar	ociosidade
retardação	alteração/modificação/variação/mudança
retenção	possessão/propriedade
reticulado	estrutura/sistema/organização/ordem
retidão	honestidade/justiça
retificação	melhoramento/melhoria
retina	membrana
retinite	inflamação
retirada	partida/abjuração
retitude	contorno
reto	anatomia
retomada	melhoria/início/começo/progresso
retorno	resposta/resultado/traslado/chegada/deslocamento/vinda/atividade/ação/custo/movimento
retrato	afiguração/caraterização/caracterização/descrição/representação/representação/imagem/figura/ilustração/desenho
retrete	banheiro
retribuição	retificação/pagamento/correção/prestação
retroalimentação	atividade/ação
retrovisor	espelho
retórica	linguagem/discurso/língua/estilo
reumatismo	doenças/doença
reunificação	unificação/junção
reunião	assembléia/assembléia/festa/agrupamento/agregação/unificação/coleção/convergência/junção
reutilização	uso/utilização
revanche	retribuição
reveillon	dia
revendedor	provedor/fornecedor
reverendo	título
reverso	oposição
reversão	reorientação
reverência	abalo/comoção/emoção/sentimento/gesto/gestos/gesto
revestimento	estimulante/estímulo
reviravolta	mudança
revista	publicação/publicação/edição/edição/bens/jornalismo/imprensa/periódico/jornal/jornal/produto/produção
revisão	prática/exercício/inspecionar/examinar
revitalização	melhoria/progresso
revivalismo	melhoria/progresso
revogação	sentença/julgamento
revolta	insurreição/rebelião/conflito/luta
revolução	alteração/modificação/variação/mudança
revulsão	nojo/asco/repugnância/náusea/abominação/repulsa/aversão
revés	ocorrente/ocorrência/acontecimento
revólver	armamento/arma
revóvel	armamento/arma
reza	requerimento/requisição/solicitação/pedido/petição/apelo
rheum	erva
rhodophyta	algas/alga
riacho	córrego/corrente
ribeira	córrego/declive/declives/subida/encosta/costa/ladeira/corrente
ribeiro	córrego/corrente
ribombo	ruído
rico	população/gente/pessoal/povo
ricos	população/gente/pessoal/povo
ricota	queijo
rigor	dificuldade/qualidade
rinite	inflamação
rinoceronte	perissodáctilos/ungulados
rinorreia	sintoma
rinorréia	sintoma
rinoscopia	inspecionar/examinar
rio	córrego/corrente
riqueza	possessão/propriedade/abundancia/atributo/poder/propriedade
risco	causador/causa/ameaça/perigo/fronteira
risoto	prato
risotto	prato
rissole	prato
ritmo	tacto
rito	costume/emprego/hábito
ritual	costume/hábito/livro/costume/emprego/hábito
rival	competidor/contendor
rixa	recontro/confronto/conflito
rizoma	caule/caule/tronco/tronco
robustez	influência/característica/qualidade/força
robô	mecanismo
rocha	materiais/pedra
rochedo	rocha/pedra
rocim	égua/cavalo
roda	máquina
rodada	itinerário/itinerários/percurso/rota/linha/estrada/caminho
rodio	metal/metais/metais
rododentro	arvoreta/arbusto/mato/moita
rodovia	via/estrada/caminho/via/estrada/caminho
roedor	mamífero
rojão	viatura/veículo
rolamento	propulsão/impulsão
roldana	máquina
roleta	roda
rolha	obstáculo
rolo	cilindro
romance	livros/relacionamento/relacionamento/livro/relação/relação
romano	europeu
romantismo	qualidade
romaria	colecção/coleção/aglomeração/acúmulo
romena	europeu
romeno	europeu
romã	bomba/fruta
ronco	ruído/respiração
ronda	itinerário/itinerários/percurso/rota/linha/estrada/caminho
ronrom	ruído/som
ronrono	ruído/som
rooibos	arvoreta/arvoreta/arbusto/arbusto/mato/mato/moita/moita
roque	edifício/tecido/estrutura
roqueiro	instrumentalista/instrumentista/tocador/músico
rosa	arvoreta/arvoreta/arbusto/arbusto/mato/mato/moita/moita
rosarium	horto/horto/jardim/jardim
rosas	arvoreta/arbusto/mato/moita
rosca	edifício/tecido/estrutura
roseiral	horto/jardim
rosto	alguém/semblante/semblante/semblante/semblante/indivíduo/aspecto/aspecto/aspecto/aspecto/alma/face/pessoa/aparência/aparência/aparência/aparência/cara/semblante/aparência
rosácea	fenestra/fenestra/janela/janela
roséola	doenças/doença
rota	fronteira
rotatividade	taxa/razão/proporção
rotação	mudança
roteador	aparato/aparato/dispositivo/dispositivo/aparelho/aparelho/equipamento/equipamento/mecanismo/mecanismo/instrumento/instrumento/ferramenta/ferramenta
rotifera	invertebrados/invertebrado
rotina	procedimento/processo/atuação
rotulagem	acontecimento/festa
rotunda	prédio/edifício
roubalheira	furto/roubo
roubo	furto/crime/ofensa/crime
roupa	vestimenta/vestimenta/vestimenta/vestimenta/cobertura/vestuário/vestuário/vestuário/vestuário/vestuário/vestuário/vestuário/vestuário/traje/traje/traje/traje/traje/traje/traje/traje/capa/vestido/vestido/vestido/vestido/vestido/vestido/vestido/vestido
roupas	vestimenta/vestuário/traje/roupa/vestido
router	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
roça	chácara/granja/quinta/sítio/fazenda
rua	via/via/rodovia/rodovia/estrada/estrada/caminho/caminho/bairro/vizinhança
